,action,position_type,entry_price,entry_time,stop_loss,take_profit,exit_price,pnl,exit_time
781,sell,short,149.599,2023-10-24 06:15:00,149.6548214285714,149.50596428571427,,,
782,stop_loss,short,149.599,2023-10-24 06:30:00,149.56014285714286,149.50596428571427,149.565,-1.0,2023-10-24 06:35:00
783,buy,long,149.724,2023-10-24 13:40:00,149.6817857142857,149.79435714285714,,,
784,take_profit,long,149.724,2023-10-24 13:50:00,149.75549999999998,149.79435714285714,149.818,1.5,2023-10-24 13:55:00
785,buy,long,149.858,2023-10-24 17:50:00,149.78632142857143,149.9774642857143,,,
786,stop_loss,long,149.858,2023-10-24 18:40:00,149.87157142857143,149.9774642857143,149.859,-1.0,2023-10-24 18:45:00
787,sell,short,149.776,2023-10-24 20:05:00,149.8236785714286,149.69653571428574,,,
788,stop_loss,short,149.776,2023-10-24 20:35:00,149.8236785714286,149.69653571428574,149.827,-1.0,2023-10-24 20:40:00
789,sell,short,149.813,2023-10-25 06:30:00,149.84032142857143,149.76746428571428,,,
790,stop_loss,short,149.813,2023-10-25 07:05:00,149.84032142857143,149.76746428571428,149.843,-1.0,2023-10-25 07:10:00
791,buy,long,149.899,2023-10-25 11:50:00,149.87478571428574,149.93935714285715,,,
792,stop_loss,long,149.899,2023-10-25 13:05:00,149.91578571428573,149.93935714285715,149.906,-1.0,2023-10-25 13:10:00
793,buy,long,149.928,2023-10-25 15:35:00,149.90453571428571,149.96710714285715,,,
794,stop_loss,long,149.928,2023-10-25 15:50:00,149.90453571428571,149.96710714285715,149.902,-1.0,2023-10-25 15:55:00
795,sell,short,150.27,2023-10-26 13:00:00,150.3259285714286,150.17678571428573,,,
796,stop_loss,short,150.27,2023-10-26 13:45:00,150.2492142857143,150.17678571428573,150.262,-1.0,2023-10-26 13:50:00
797,buy,long,150.404,2023-10-26 21:35:00,150.34507142857143,150.50221428571427,,,
798,stop_loss,long,150.404,2023-10-26 21:50:00,150.34507142857143,150.50221428571427,150.344,-1.0,2023-10-26 21:55:00
799,stop_loss,short,150.123,2023-10-27 10:00:00,150.19382142857143,150.0049642857143,150.202,-1.0,2023-10-27 10:05:00
800,sell,short,149.808,2023-10-27 16:00:00,149.93871428571427,149.59014285714284,,,
801,stop_loss,short,149.808,2023-10-27 17:05:00,149.69199999999998,149.59014285714284,149.694,-1.0,2023-10-27 17:10:00
802,buy,long,149.503,2023-10-31 04:25:00,149.4290714285714,149.62621428571427,,,
803,stop_loss,long,149.503,2023-10-31 04:40:00,149.4290714285714,149.62621428571427,149.429,-1.0,2023-10-31 04:45:00
804,sell,short,150.954,2023-11-01 17:55:00,151.04560714285716,150.8013214285714,,,
805,stop_loss,short,150.954,2023-11-01 18:10:00,151.04560714285716,150.8013214285714,151.048,-1.0,2023-11-01 18:15:00
806,sell,short,150.983,2023-11-01 20:55:00,151.1649285714286,150.6797857142857,,,
807,stop_loss,short,150.983,2023-11-01 21:35:00,150.80621428571428,150.6797857142857,150.815,-1.0,2023-11-01 21:40:00
808,sell,short,150.231,2023-11-02 14:10:00,150.29582142857143,150.12296428571426,,,
809,take_profit,short,150.231,2023-11-02 14:25:00,150.18285714285713,150.12296428571426,150.074,1.5,2023-11-02 14:30:00
810,sell,short,150.385,2023-11-07 23:20:00,150.41275,150.33875,,,
811,stop_loss,short,150.385,2023-11-07 23:30:00,150.41275,150.33875,150.42,-1.0,2023-11-07 23:35:00
812,sell,short,150.789,2023-11-08 19:20:00,150.84064285714285,150.70292857142854,,,
813,stop_loss,short,150.789,2023-11-08 19:20:00,150.84064285714285,150.70292857142854,150.891,-1.0,2023-11-08 19:25:00
814,buy,long,151.475,2023-11-10 16:50:00,151.42399999999998,151.56,,,
815,stop_loss,long,151.475,2023-11-10 16:55:00,151.4767857142857,151.56,151.458,-1.0,2023-11-10 17:00:00
816,sell,short,151.556,2023-11-13 19:20:00,151.61267857142857,151.46153571428573,,,
817,stop_loss,short,151.556,2023-11-13 19:35:00,151.55478571428569,151.46153571428573,151.59,-1.0,2023-11-13 19:40:00
818,sell,short,151.004,2023-11-14 15:35:00,151.10964285714286,150.82792857142857,,,
819,stop_loss,short,151.004,2023-11-14 15:45:00,150.98442857142857,150.82792857142857,150.992,-1.0,2023-11-14 15:50:00
820,buy,long,150.624,2023-11-15 04:25:00,150.5487857142857,150.74935714285712,,,
821,stop_loss,long,150.624,2023-11-15 05:35:00,150.5487857142857,150.74935714285712,150.532,-1.0,2023-11-15 05:40:00
822,buy,long,150.7,2023-11-15 15:35:00,150.56167857142856,150.9305357142857,,,
823,stop_loss,long,150.7,2023-11-15 15:35:00,150.7687857142857,150.9305357142857,150.741,-1.0,2023-11-15 15:40:00
824,sell,short,151.253,2023-11-16 01:15:00,151.2983214285714,151.17746428571428,,,
825,stop_loss,short,151.253,2023-11-16 01:50:00,151.22207142857144,151.17746428571428,151.245,-1.0,2023-11-16 01:55:00
826,sell,short,149.206,2023-11-17 15:10:00,149.33232142857142,148.9954642857143,,,
827,stop_loss,short,149.206,2023-11-17 15:10:00,149.33232142857142,148.9954642857143,149.361,-1.0,2023-11-17 15:15:00
828,buy,long,149.772,2023-11-17 18:30:00,149.67492857142855,149.9337857142857,,,
829,stop_loss,long,149.772,2023-11-17 20:10:00,149.67492857142855,149.9337857142857,149.667,-1.0,2023-11-17 20:15:00
830,buy,long,149.195,2023-11-20 09:05:00,149.099,149.355,,,
831,stop_loss,long,149.195,2023-11-20 09:25:00,149.099,149.355,149.069,-1.0,2023-11-20 09:30:00
832,sell,short,148.973,2023-11-27 06:40:00,149.06685714285715,148.81657142857145,,,
833,stop_loss,short,148.973,2023-11-27 07:25:00,149.06685714285715,148.81657142857145,149.085,-1.0,2023-11-27 07:30:00
834,sell,short,147.754,2023-12-01 02:55:00,147.8662857142857,147.56685714285715,,,
835,stop_loss,short,147.754,2023-12-01 03:15:00,147.70214285714286,147.56685714285715,147.715,-1.0,2023-12-01 03:20:00
836,sell,short,146.792,2023-12-01 21:10:00,146.91017857142856,146.59503571428573,,,
837,stop_loss,short,146.792,2023-12-01 21:20:00,146.7917857142857,146.59503571428573,146.821,-1.0,2023-12-01 21:25:00
838,buy,long,143.81,2023-12-07 23:05:00,143.7155,143.9675,,,
839,take_profit,long,143.81,2023-12-07 23:10:00,143.8785,143.9675,143.98,1.5,2023-12-07 23:15:00
840,sell,short,145.371,2023-12-12 09:50:00,145.50364285714286,145.14992857142857,,,
841,stop_loss,short,145.371,2023-12-12 09:55:00,145.50364285714286,145.14992857142857,145.572,-1.0,2023-12-12 10:00:00
842,sell,short,142.164,2023-12-26 05:15:00,142.221,142.069,,,
843,stop_loss,short,142.164,2023-12-26 06:05:00,142.221,142.069,142.223,-1.0,2023-12-26 06:10:00
844,sell,short,149.724,2023-10-18 12:50:00,149.77917857142856,149.6320357142857,,,
845,stop_loss,short,149.724,2023-10-18 15:20:00,149.66128571428573,149.6320357142857,149.692,-1.0,2023-10-18 15:25:00
846,buy,long,149.827,2023-10-18 17:40:00,149.77889285714286,149.90717857142857,,,
847,stop_loss,long,149.827,2023-10-18 17:45:00,149.77889285714286,149.90717857142857,149.772,-1.0,2023-10-18 17:50:00
848,sell,short,149.82,2023-10-19 01:15:00,149.86617857142858,149.7430357142857,,,
849,take_profit,short,149.82,2023-10-19 02:55:00,149.76985714285715,149.7430357142857,149.715,1.5,2023-10-19 03:00:00
850,buy,long,149.794,2023-10-19 04:50:00,149.7355,149.8915,,,
851,stop_loss,long,149.794,2023-10-19 05:45:00,149.79785714285714,149.8915,149.797,-1.0,2023-10-19 05:50:00
852,sell,short,149.791,2023-10-19 07:25:00,149.81660714285715,149.74832142857144,,,
853,stop_loss,short,149.791,2023-10-19 07:45:00,149.78657142857142,149.74832142857144,149.799,-1.0,2023-10-19 07:50:00
854,buy,long,149.825,2023-10-19 21:35:00,149.76864285714285,149.91892857142855,,,
855,sell,short,149.779,2023-10-19 22:30:00,149.81425,149.72025,,,
856,stop_loss,short,149.779,2023-10-19 23:25:00,149.81425,149.72025,149.818,-1.0,2023-10-19 23:30:00
857,buy,long,149.849,2023-10-20 07:00:00,149.82757142857142,149.88471428571427,,,
858,stop_loss,long,149.849,2023-10-20 08:10:00,149.86492857142855,149.88471428571427,149.853,-1.0,2023-10-20 08:15:00
859,buy,long,149.928,2023-10-20 12:25:00,149.8335,150.0855,,,
860,stop_loss,long,149.928,2023-10-20 15:25:00,149.947,150.0855,149.938,-1.0,2023-10-20 15:30:00
861,sell,short,149.821,2023-10-20 18:10:00,149.87210714285715,149.73582142857143,,,
862,stop_loss,short,149.821,2023-10-20 20:05:00,149.79664285714284,149.73582142857143,149.852,-1.0,2023-10-20 20:10:00
863,buy,long,149.854,2023-10-23 04:45:00,149.812,149.92400000000004,,,
864,stop_loss,long,149.854,2023-10-23 05:15:00,149.86828571428572,149.92400000000004,149.857,-1.0,2023-10-23 05:20:00
865,sell,short,149.625,2023-10-23 22:50:00,149.66528571428572,149.55785714285713,,,
866,stop_loss,short,149.625,2023-10-23 23:00:00,149.66528571428572,149.55785714285713,149.667,-1.0,2023-10-23 23:05:00
867,buy,long,149.851,2023-10-24 20:50:00,149.81167857142856,149.91653571428571,,,
868,stop_loss,long,149.851,2023-10-24 21:15:00,149.86207142857143,149.91653571428571,149.861,-1.0,2023-10-24 21:20:00
869,buy,long,149.887,2023-10-24 23:00:00,149.85978571428572,149.93235714285714,,,
870,stop_loss,long,149.887,2023-10-24 23:50:00,149.85978571428572,149.93235714285714,149.847,-1.0,2023-10-24 23:55:00
871,buy,long,150.421,2023-10-26 07:55:00,150.39410714285714,150.46582142857142,,,
872,stop_loss,long,150.421,2023-10-26 08:20:00,150.42464285714283,150.46582142857142,150.42,-1.0,2023-10-26 08:25:00
873,sell,short,150.116,2023-10-26 16:35:00,150.23557142857143,149.9167142857143,,,
874,stop_loss,short,150.116,2023-10-26 16:45:00,150.23557142857143,149.9167142857143,150.241,-1.0,2023-10-26 16:50:00
875,buy,long,150.376,2023-10-26 18:10:00,150.28707142857144,150.5242142857143,,,
876,stop_loss,long,150.376,2023-10-26 18:40:00,150.42485714285715,150.5242142857143,150.414,-1.0,2023-10-26 18:45:00
877,sell,short,150.359,2023-10-27 01:50:00,150.38396428571428,150.31739285714286,,,
878,stop_loss,short,150.359,2023-10-27 02:45:00,150.35171428571428,150.31739285714286,150.354,-1.0,2023-10-27 02:50:00
879,sell,short,150.175,2023-10-27 07:50:00,150.20392857142858,150.12678571428572,,,
880,stop_loss,short,150.175,2023-10-27 07:55:00,150.16542857142858,150.12678571428572,150.172,-1.0,2023-10-27 08:00:00
881,sell,short,150.052,2023-10-27 12:00:00,150.10096428571427,149.97039285714285,,,
882,stop_loss,short,150.052,2023-10-27 12:55:00,150.02864285714287,149.97039285714285,150.049,-1.0,2023-10-27 13:00:00
883,sell,short,149.488,2023-10-27 21:50:00,149.53439285714285,149.41067857142855,,,
884,stop_loss,short,149.488,2023-10-27 22:05:00,149.53439285714285,149.41067857142855,149.542,-1.0,2023-10-27 22:10:00
885,buy,long,151.454,2023-10-31 18:20:00,151.33314285714286,151.65542857142856,,,
886,take_profit,long,151.454,2023-10-31 18:35:00,151.56035714285713,151.65542857142856,151.657,1.5,2023-10-31 18:40:00
887,buy,long,151.336,2023-11-01 07:05:00,151.2754642857143,151.43689285714288,,,
888,stop_loss,long,151.336,2023-11-01 07:50:00,151.2754642857143,151.43689285714288,151.256,-1.0,2023-11-01 07:55:00
889,sell,short,151.227,2023-11-01 11:50:00,151.28035714285716,151.13807142857144,,,
890,take_profit,short,151.227,2023-11-01 12:40:00,151.18114285714287,151.13807142857144,151.132,1.5,2023-11-01 12:45:00
891,sell,short,151.154,2023-11-01 16:05:00,151.26714285714286,150.96542857142856,,,
892,take_profit,short,151.154,2023-11-01 16:10:00,151.26714285714286,150.96542857142856,150.963,1.5,2023-11-01 16:15:00
893,sell,short,150.947,2023-11-01 18:05:00,151.0374285714286,150.7962857142857,,,
894,stop_loss,short,150.947,2023-11-01 18:10:00,151.0374285714286,150.7962857142857,151.048,-1.0,2023-11-01 18:15:00
895,buy,long,149.551,2023-11-06 04:05:00,149.47792857142855,149.6727857142857,,,
896,stop_loss,long,149.551,2023-11-06 05:05:00,149.61864285714285,149.6727857142857,149.616,-1.0,2023-11-06 05:10:00
897,buy,long,149.9,2023-11-06 21:20:00,149.85950000000003,149.9675,,,
898,take_profit,long,149.9,2023-11-06 21:55:00,149.94007142857143,149.9675,149.969,1.5,2023-11-06 22:00:00
899,buy,long,150.589,2023-11-07 19:25:00,150.53264285714286,150.68292857142856,,,
900,stop_loss,long,150.589,2023-11-07 19:50:00,150.53264285714286,150.68292857142856,150.495,-1.0,2023-11-07 19:55:00
901,sell,short,150.36,2023-11-08 01:20:00,150.40232142857144,150.2894642857143,,,
902,stop_loss,short,150.36,2023-11-08 01:50:00,150.40232142857144,150.2894642857143,150.409,-1.0,2023-11-08 01:55:00
903,buy,long,151.04,2023-11-09 11:00:00,150.95739285714285,151.17767857142857,,,
904,stop_loss,long,151.04,2023-11-09 12:25:00,151.12178571428572,151.17767857142857,151.119,-1.0,2023-11-09 12:30:00
905,sell,short,150.9,2023-11-09 16:15:00,151.0070357142857,150.72160714285715,,,
906,stop_loss,short,150.9,2023-11-09 18:35:00,151.0070357142857,150.72160714285715,151.026,-1.0,2023-11-09 18:40:00
907,buy,long,151.352,2023-11-09 22:40:00,151.3004642857143,151.43789285714283,,,
908,stop_loss,long,151.352,2023-11-09 23:50:00,151.3004642857143,151.43789285714283,151.266,-1.0,2023-11-09 23:55:00
909,buy,long,151.469,2023-11-10 13:55:00,151.43117857142855,151.5320357142857,,,
910,stop_loss,long,151.469,2023-11-10 14:15:00,151.43117857142855,151.5320357142857,151.404,-1.0,2023-11-10 14:20:00
911,sell,short,151.542,2023-11-13 18:30:00,151.64121428571428,151.37664285714285,,,
912,stop_loss,short,151.542,2023-11-13 19:55:00,151.64121428571428,151.37664285714285,151.658,-1.0,2023-11-13 20:00:00
913,take_profit,short,151.199,2023-11-14 15:25:00,151.28610714285716,151.05382142857144,151.004,1.5,2023-11-14 15:30:00
914,sell,short,150.765,2023-11-14 17:05:00,150.93417857142856,150.48303571428568,,,
915,stop_loss,short,150.765,2023-11-14 20:40:00,150.5267857142857,150.48303571428568,150.544,-1.0,2023-11-14 20:45:00
916,buy,long,150.68,2023-11-15 08:10:00,150.62964285714287,150.76392857142858,,,
917,stop_loss,long,150.68,2023-11-15 08:20:00,150.62964285714287,150.76392857142858,150.618,-1.0,2023-11-15 08:25:00
918,sell,short,148.571,2023-11-20 11:00:00,148.7429642857143,148.28439285714285,,,
919,take_profit,short,148.571,2023-11-20 11:20:00,148.4847857142857,148.28439285714285,148.245,1.5,2023-11-20 11:25:00
920,buy,long,148.37,2023-11-21 21:30:00,148.22235714285713,148.61607142857144,,,
921,stop_loss,long,148.37,2023-11-22 00:50:00,148.22235714285713,148.61607142857144,148.2,-1.0,2023-11-22 00:55:00
922,buy,long,148.933,2023-11-27 18:50:00,148.8315357142857,149.10210714285714,,,
923,stop_loss,long,148.933,2023-11-27 19:55:00,148.8315357142857,149.10210714285714,148.795,-1.0,2023-11-27 20:00:00
924,sell,short,146.597,2023-12-04 11:25:00,146.69782142857144,146.4289642857143,,,
925,stop_loss,short,146.597,2023-12-04 12:00:00,146.69782142857144,146.4289642857143,146.734,-1.0,2023-12-04 12:05:00
926,sell,short,146.864,2023-12-07 05:20:00,146.96139285714287,146.70167857142857,,,
927,stop_loss,short,146.864,2023-12-07 05:45:00,146.83485714285712,146.70167857142857,146.85,-1.0,2023-12-07 05:50:00
928,sell,short,143.447,2023-12-08 03:40:00,143.90696428571428,142.68039285714286,,,
929,stop_loss,short,143.447,2023-12-08 04:25:00,143.36114285714285,142.68039285714286,143.379,-1.0,2023-12-08 04:30:00
930,buy,long,145.584,2023-12-11 06:45:00,145.5099642857143,145.70739285714288,,,
931,stop_loss,long,145.584,2023-12-11 07:20:00,145.5099642857143,145.70739285714288,145.488,-1.0,2023-12-11 07:25:00
932,sell,short,145.682,2023-12-12 05:15:00,145.77221428571428,145.53164285714286,,,
933,stop_loss,short,145.682,2023-12-12 06:25:00,145.6197857142857,145.53164285714286,145.642,-1.0,2023-12-12 06:30:00
934,buy,long,141.985,2023-12-15 09:00:00,141.85000000000002,142.21000000000004,,,
935,stop_loss,long,141.985,2023-12-15 09:20:00,141.85000000000002,142.21000000000004,141.828,-1.0,2023-12-15 09:25:00
936,sell,short,142.333,2023-12-22 08:00:00,142.41614285714286,142.19442857142855,,,
937,stop_loss,short,142.333,2023-12-22 08:45:00,142.27928571428572,142.19442857142855,142.333,-1.0,2023-12-22 08:50:00
938,sell,short,142.185,2023-12-26 04:50:00,142.2474642857143,142.08089285714286,,,
939,stop_loss,short,142.185,2023-12-26 06:45:00,142.2474642857143,142.08089285714286,142.251,-1.0,2023-12-26 06:50:00
940,buy,long,141.536,2023-12-28 03:15:00,141.37014285714287,141.8124285714286,,,
941,stop_loss,long,141.536,2023-12-28 03:50:00,141.37014285714287,141.8124285714286,141.312,-1.0,2023-12-28 03:55:00
